observed,year,month,day,place,lat,lng
2016-05-24,2016,5,24,"La Salle County, TX, USA",28.3633008333,-99.0118027778
2016-09-10,2016,9,10,"Texas, US",30.4401305528,-102.3742336867
2015-07-25,2015,7,25,"79502, Aspermont, TX, US",33.0513719943,-100.5129550281
2016-06-19,2016,6,19,"79549, Snyder, TX, US",33.0557936053,-100.5263766417
2016-07-17,2016,7,17,"79549, Snyder, TX, US",33.0350709606,-100.5235627266
2016-06-05,2016,6,5,"79549, Snyder, TX, US",33.0838905844,-100.5371762232
2016-09-03,2016,9,3,"79502, Aspermont, TX, US",33.0471178006,-100.5092616171
2016-09-02,2016,9,2,"79502, Aspermont, TX, US",33.0417865865,-100.5065780764
2016-08-27,2016,8,27,"79415, Lubbock, TX, US",33.6256359075,-101.8907222444
2016-08-25,2016,8,25,"Texas, US",30.8362593348,-101.0051212464
2016-08-03,2016,8,3,"Texas, US",31.8999514376,-102.4977820701
2016-07-13,2016,7,13,"Texas, US",34.0944013624,-101.262768883
2016-08-20,2016,8,20,"Texas, US",32.6001095661,-102.2218319179
2016-08-20,2016,8,20,"Texas, US",27.8423314465,-98.0783392712
2016-08-19,2016,8,19,Duval county texas,27.998191,-98.245625
2016-08-19,2016,8,19,Duval county texas,28.016321,-98.23656
2011-04-07,2011,4,7,"Zapata County, TX, USA",27.002874309,-99.1087388992
2013-04-17,2013,4,17,"Webb County, TX, USA",27.3356666667,-98.9671666667
2016-05-30,2016,5,30,"La Salle County, TX, USA",28.1616111027,-99.0623474121
2016-08-16,2016,8,16,"Randall County, US-TX, US",34.98180712,-101.95720893
2016-08-14,2016,8,14,"79415, Lubbock, TX, US",33.6275683324,-101.8871061682
2016-08-13,2016,8,13,"11429 Twin Lakes Lane San Angelo, TX 76904",31.3178212409,-100.592077506
2016-07-01,2016,7,1,"McCulloch, Texas, United States",31.2854444444,-99.3356472222
2016-07-01,2016,7,1,"Randall County, TX, USA",34.960017689,-101.675183773
2016-05-26,2016,5,26,"Gaines County, TX, USA",32.6957801544,-102.258454263
2016-07-30,2016,7,30,"Texas, US",33.9933418686,-102.6122593414
2016-08-04,2016,8,4,"4600 W Yucca Dr, Amarillo, TX, US",35.27267,-101.8894366667
2016-08-05,2016,8,5,"Rita Blanca National Grassland, Texline, TX, US",36.3629633333,-102.795945
2016-07-30,2016,7,30,"Texas, US",33.9402074908,-102.6487280442
2016-08-06,2016,8,6,"79415, Lubbock, TX, US",33.6286883333,-101.890075
2016-07-30,2016,7,30,"11429 Twin Lakes Lane San Angelo, TX 76904",31.3178823265,-100.5924622641
2016-07-30,2016,7,30,"79415, Lubbock, TX, US",33.6333,-101.8964216667
2016-07-23,2016,7,23,"Texas, US",34.4575443159,-101.1760556252
2016-07-28,2016,7,28,"Quitaque, TX 79255",34.4604783785,-101.0314073414
2016-07-27,2016,7,27,"Unnamed Road Cee Vee, TX 79223",34.1228266638,-100.4043179378
2016-07-22,2016,7,22,"RM 2400, Fort Stockton, TX, US",30.361175,-102.3880083333
2016-07-24,2016,7,24,"79415, Lubbock, TX, US",33.630295,-101.890075
2016-07-21,2016,7,21,Potter County TX,35.5595258934,-101.7408459261
2016-07-16,2016,7,16,"Texas, US",33.6817826087,-101.9086020559
2016-07-17,2016,7,17,"Frio County, US-TX, US",28.709832,-98.973365
2016-07-18,2016,7,18,"11429 Twin Lakes Lane San Angelo, TX 76904",31.3179649234,-100.5923179342
2016-07-10,2016,7,10,"78372, Orange Grove, TX, US",27.9846283333,-98.0582666667
2016-07-11,2016,7,11,"1032 Santa Fe Trail Canyon, TX 79015",34.9704856873,-101.9436035156
2016-07-07,2016,7,7,"Ozona, TX 76943",30.9371700287,-101.1848068237
2016-07-09,2016,7,9,"Cas Johnson Road Fritch, TX 79036",35.55657232,-101.64291565
2016-06-25,2016,6,25,"Hidalgo County, TX, USA",26.4656319,-98.2212979
2016-06-25,2016,6,25,"Hidalgo County, TX, USA",26.4656319,-98.2212979
2016-06-25,2016,6,25,"Hidalgo County, TX, USA",26.4656319,-98.2212979
2016-07-06,2016,7,6,"Eldorado, TX 76936",30.8597240714,-100.7141338661
2016-07-04,2016,7,4,"Terrell County, TX, USA",30.1615111111,-102.5135277778
2016-07-01,2016,7,1,"Jeff Davis County, US-TX, US",30.5368783333,-104.3324883333
2007-06-04,2007,6,4,"Lighthouse Trail Canyon, TX 79015",34.9513246813,-101.6692946479
2016-06-28,2016,6,28,San Angelo State Park,31.525103,-100.56102
2016-06-22,2016,6,22,"98th St Lubbock, TX 79424",33.505153656,-101.966003418
2016-06-18,2016,6,18,"621 DeWitt St, Kenedy, TX, US",28.81007,-97.8423
2016-06-21,2016,6,21,"Texas, US",34.1475263194,-99.2760983492
2016-06-22,2016,6,22,"FM 469, Cotulla, TX, US",28.3183283333,-99.0813611667
2016-06-22,2016,6,22,Big Spring State Park ,32.230149,-101.487699
2016-06-21,2016,6,21,"Crockett County, US-TX, US",30.9974689484,-101.0956802368
2016-06-18,2016,6,18,"Texas, US",28.4581264454,-98.7185330506
1983-05-07,1983,5,7,"Diablo Heights, near Rough Canyon, Val Verde County, Texas",29.642559,-100.916605
2016-06-16,2016,6,16,"Spur, TX 79370",33.5413742693,-100.974037908
2016-06-18,2016,6,18,"US-277 N, Eldorado, TX, US",30.8096772759,-100.6218719949
2016-06-16,2016,6,16,"Texas, US",32.1638073956,-102.7230781929
2016-06-15,2016,6,15,Co. Rd. F near Palo Duro Reservoir,36.4313,-101.1568
2016-06-15,2016,6,15,FM 3214 near Palo Duro Reservoir,36.3649,-101.1955
2016-06-14,2016,6,14,"Terrell County, US-TX, US",30.4626137624,-102.1127056238
2016-06-12,2016,6,12,"Presidio County, US-TX, US",30.1114050188,-104.0278038026
2016-06-12,2016,6,12,"Monahans Sand Hills State Park, Monahans, TX, US",31.6217070446,-102.8104727437
2016-06-12,2016,6,12,"382 FM 2744, Sweetwater, TX, US",32.5773614366,-100.3484570795
2016-05-28,2016,5,28,"382 FM 2744, Sweetwater, TX, US",32.5778284762,-100.3490812798
2016-05-07,2016,5,7,"382 FM 2744, Sweetwater, TX, US",32.577051,-100.348439
2016-04-26,2016,4,26,"79532, Loraine, TX, US",32.445611,-100.746376
2016-05-21,2016,5,21,"382 FM 2744, Sweetwater, TX, US",32.577674,-100.349372
2016-06-12,2016,6,12,"Jeff Davis County, US-TX, US",30.7242095657,-104.6716346127
2016-06-09,2016,6,9,"Standard Ln, Brackettville, TX, US",29.3114666667,-100.6009916667
2016-06-09,2016,6,9,"Medina County, Texas, United States",29.230238,-98.94997
2016-06-12,2016,6,12,"Winkler County, US-TX, US",31.7494291021,-102.8601081111
2016-06-11,2016,6,11,"Andrews County, US-TX, US",32.1479318943,-102.6130351705
2016-06-10,2016,6,10,"79843, Marfa, TX, US",29.756755,-104.0091777833
2016-06-10,2016,6,10,"Reeves, Texas, United States",30.9893716667,-103.70814
2016-06-02,2016,6,2,Hueco Tanks State Park,31.926843,-106.042629
2015-04-18,2015,4,18,"Midland County, US-TX, US",31.966371,-102.118035
2016-06-09,2016,6,9,"Texas, US",32.0436508638,-102.8366832146
2016-06-09,2016,6,9,"5000–5326 County Road 2128, Snyder, TX, US",32.85723,-100.977555
2016-06-09,2016,6,9,"Scurry County, US-TX, US",32.8509589937,-100.9437616357
2014-09-27,2014,9,27,"Midland County, US-TX, US",31.962632,-102.12071
2014-09-08,2014,9,8,"Midland County, US-TX, US",31.967367,-102.119514
2014-06-20,2014,6,20,"Midland County, US-TX, US",31.964699,-102.122014
2014-04-23,2014,4,23,"Midland County, US-TX, US",31.966057,-102.123142
2016-06-08,2016,6,8,"FM 2895, Laredo, TX, US",27.5996866667,-99.0597695
2016-06-08,2016,6,8,"TX-17, Balmorhea, Reeves County, TX, US",30.95567,-103.76883
2014-05-17,2014,5,17,"Culberson, Texas, United States",31.9216138889,-104.4960333333
2015-06-12,2015,6,12,"Presidio, Texas, United States",30.2606222222,-104.1490555556
2015-06-12,2015,6,12,"Presidio, Texas, United States",30.1927638889,-104.2639305556
2015-06-12,2015,6,12,"Presidio, Texas, United States",30.2416444444,-104.1751333333
2015-06-12,2015,6,12,"Presidio, Texas, United States",30.2499361111,-104.1647194444
2015-06-11,2015,6,11,"Brewster, Texas, United States",30.1937166667,-103.2477333333
2016-05-08,2016,5,8,"Terrell, Texas, United States",30.1448777778,-102.3993305556
2016-06-07,2016,6,7,"FM 2083, Ozona, TX, US",30.5206838809,-101.3718238381
2016-06-05,2016,6,5,"2558–2590 Walnut Rd, Robert Lee, TX, US",31.7180484577,-100.7883487147
2016-06-04,2016,6,4,"sheffield, tx",30.690747,-101.822819
2016-06-04,2016,6,4,"Terlingua Ranch Rd, Alpine, TX, US",29.5482666667,-103.5260616667
2016-06-05,2016,6,5,"76932, Big Lake, TX, US",31.6101466667,-101.6077583333
2016-06-05,2016,6,5,"700–798 N Avenue I, Marathon, TX, US",30.2118633333,-103.2380916667
2016-06-05,2016,6,5,"2531–2557 Walnut Rd, Robert Lee, TX, US",31.7346383333,-100.7854783333
2016-06-05,2016,6,5,"Live Oak Rd, Ozona, TX, US",30.7366854418,-101.6605690029
2016-06-05,2016,6,5,"TX-290, Sheffield, TX, US",30.6882309169,-101.8136482873
2016-06-04,2016,6,4,"Spur, TX 79370",33.5054146505,-100.9359227121
2016-06-04,2016,6,4,"Terrell County, US-TX, US",30.182772358,-102.0463767742
2016-06-04,2016,6,4,"US-90 E, Marathon, TX, US",30.1737605967,-102.7418817022
2016-06-04,2016,6,4,"Presidio County, US-TX, US",29.7181884852,-104.5297899284
2016-06-03,2016,6,3,"Pinto Canyon Rd, Marfa, TX, US",30.2734866667,-104.1196221667
2016-06-04,2016,6,4,"Terrell County, US-TX, US",30.1420804393,-102.3926554062
2016-06-03,2016,6,3,"Pinto Canyon Rd, Marfa, TX, US",30.2735016402,-104.1195851193
2016-06-03,2016,6,3,"Pecos County, US-TX, US",30.3790966667,-102.8828716667
2016-06-03,2016,6,3,"Pecos County, US-TX, US",30.3792293743,-102.8828986735
2016-06-02,2016,6,2,"78834, Carrizo Springs, TX, US",28.3114709057,-100.0585002615
2016-05-30,2016,5,30,"Texas, US",31.7386233408,-102.99126417
2016-05-29,2016,5,29,"Texas, US",32.0098756514,-102.9201077064
2016-05-25,2016,5,25,"Cottle County, US-TX, US",34.121104,-100.365053
2016-05-30,2016,5,30,"Texas, US",32.2290429888,-101.6618357414
2016-05-22,2016,5,22,"Texas, US",33.8266123739,-101.8836252367
2016-05-30,2016,5,30,"Standard Ln, Brackettville, TX, US",29.2202833333,-100.4880133333
2016-05-28,2016,5,28,"3873–4885 State Highway 131, Quemado, TX, US",28.9054966667,-100.512405
2016-05-28,2016,5,28,"Standard Ln, Brackettville, TX, US",29.31402,-100.6009616667
2016-05-29,2016,5,29,"Pinto Canyon Rd, Marfa, TX, US",30.272445,-104.1219721667
2016-05-28,2016,5,28,"Texas, US",32.1358433768,-102.6260030893
2016-05-27,2016,5,27,"Texas, US",32.0659782348,-102.7724016177
2016-05-20,2016,5,20,"Texas, US",30.0604153008,-97.1188687269
2016-05-18,2016,5,18,"Kinney County, US-TX, US",29.1788113315,-100.4200202809
2016-05-17,2016,5,17,"Crockett County, US-TX, US",30.9344444275,-101.193611145
2016-05-17,2016,5,17,"Crockett County, US-TX, US",30.9361114502,-101.1966629028
2016-05-17,2016,5,17,"Reagan County, US-TX, US",31.19084785,-101.46668196
2016-05-11,2016,5,11,"Denver City, tx",32.956834,-102.824521
2016-05-07,2016,5,7,"Frio County, US-TX, US",28.73076,-98.940755
2016-05-07,2016,5,7,"Frio County, US-TX, US",28.718822,-98.939074
2016-05-07,2016,5,7,"County Road 2275, Eden, TX, US",31.1344352039,-100.0626100414
2016-05-06,2016,5,6,"Aransas County, US-TX, US",27.9667663574,-97.1678924561
2016-05-06,2016,5,6,"Aransas County, US-TX, US",27.9666919708,-97.1679840088
2016-05-05,2016,5,5,"Alpha Rd Claude, TX 79019",35.1778639937,-101.408040449
2016-05-05,2016,5,5,"US-277 N, Eldorado, TX, US",30.8475133333,-100.6150133333
2016-05-02,2016,5,2,"Hueco Tanks Park El Paso, TX 79938",31.9249552366,-106.0419970751
2016-04-27,2016,4,27,"Texas, US",26.5792771096,-99.1989088132
2016-04-30,2016,4,30,"County Road 254, Rowena, TX, US",31.5806216667,-100.0521471667
2016-04-28,2016,4,28,"Schleicher County, US-TX, US",30.858006,-100.714096
2016-04-28,2016,4,28,"12251–12477 Robby Jones Rd, San Angelo, TX, US",31.3314583333,-100.3492283333
2016-04-28,2016,4,28,"Texas, US",30.9016322425,-100.6266868771
2016-04-28,2016,4,28,"Midland County, US-TX, US",31.9054727722,-101.9106818923
2016-04-23,2016,4,23,"1000–1098 Copano St, Kenedy, TX, US",28.80855,-97.846656
2016-04-23,2016,4,23,"Stonewall County, US-TX, US",33.2091107924,-100.4295571893
2016-04-23,2016,4,23,"Brackettville, TX 78832",29.2610869896,-100.457996886
2016-04-15,2016,4,15,"382 FM 2744, Sweetwater, TX, US",32.577513,-100.349286
2016-04-21,2016,4,21,"79506, Blackwell, TX, US",32.183736303,-100.200880377
2016-04-19,2016,4,19,"79506, Blackwell, TX, US",32.183226221,-100.2007857693
2016-04-17,2016,4,17,Independence Creek Preserve,30.47685,-101.79261
2016-04-16,2016,4,16,"Starr County, US-TX, US",26.7795562744,-98.628364563
2016-04-11,2016,4,11,"Unnamed Rd Sweetwater, TX 79556",32.3783340454,-100.2913894653
2016-04-09,2016,4,9,Midland Tx My back yard ,31.930366,-102.056597
2016-04-10,2016,4,10,"County Road 408, Eldorado, TX, US",30.873555,-100.7176283333
2015-05-28,2015,5,28,Hueco Tanks State Park,31.920385,-106.038588
2014-07-06,2014,7,6,Hueco Tanks State Park,31.916371,-106.043445
2016-04-08,2016,4,8,"El Paso, TX 79938",31.915536012,-106.0456230864
2016-04-02,2016,4,2,"Texas, US",26.4813277633,-98.8014192978
2016-04-03,2016,4,3,"Frio County, US-TX, US",28.724952,-98.942898
2016-04-02,2016,4,2,"Frio County, US-TX, US",28.724832,-98.942988
2016-03-30,2016,3,30,"mt lucas, texas",28.186952,-97.94639
2016-03-17,2016,3,17,"804 Saint Mary St, Kenedy, TX, US",28.811616,-97.84689
2015-08-11,2015,8,11,"Tom Green County, US-TX, US",31.628966,-100.670595
2015-09-04,2015,9,4,High Lonesome Ranch,31.763115,-100.715071
2015-10-10,2015,10,10,High Lonesome Ranch,31.76332,-100.720103
2014-06-15,2014,6,15,"Hopewell Rd, Bellevue, TX, US",33.6691603797,-97.9800950919
2014-06-10,2014,6,10,"13538–13698 County Road 1700, Lubbock, TX, US",33.4694305708,-101.9565767033
2014-06-10,2014,6,10,"13798–13920 County Road 1700, Lubbock, TX, US",33.4683190829,-101.9567815676
2010-05-30,2010,5,30,"Texas, US",32.6075994739,-102.3188178372
2010-08-16,2010,8,16,"Texas, US",32.7752576349,-102.2946512717
2010-06-20,2010,6,20,"Texas, US",32.6514697582,-102.3486053404
2010-05-24,2010,5,24,"Texas, US",32.6323904015,-102.3022294
2013-07-31,2013,7,31,"Texas, US",32.7641213112,-102.3799219001
2011-05-08,2011,5,8,"Texas, US",32.6592116067,-102.3522142961
2009-04-19,2009,4,19,"Texas, US",32.759584726,-102.2107120272
2009-08-08,2009,8,8,"Midland, Texas",32.005165,-102.088394
2015-07-13,2015,7,13,Briscoe County,34.447706,-101.082684
2009-05-21,2009,5,21,"Texas, US",32.6237914877,-102.2849781878
2015-04-18,2015,4,18,"Randall County, US-TX, US",34.907709,-102.121535
2014-09-02,2014,9,2,Starr County,26.514646,-98.611879
2011-08-03,2011,8,3,Culberson County,31.299901,-104.565973
2011-08-02,2011,8,2,Jeff Davis County,30.545365,-104.310776
2011-07-24,2011,7,24,Dimmit County,28.573987,-99.634499
2011-05-28,2011,5,28,Childress County,34.343276,-100.093105
2011-05-26,2011,5,26,Lipscomb County,36.139139,-100.457011
2010-03-25,2010,3,25,Frio County,28.79083333,-99.3346
2009-06-08,2009,6,8,Hidalgo County,26.526301,-98.076217
2009-06-08,2009,6,8,Hidalgo County,26.571525,-98.165824
2015-10-21,2015,10,21,Laguna Atascosa,26.016097,-97.347942
2015-09-04,2015,9,4,"US Highway 83, Aspermont, TX, US",33.124315,-100.225193
2015-10-10,2015,10,10,"Memorial Park Rockport, Texas",28.041817,-97.061163
2011-08-26,2011,8,26,"Texas, US",30.6306373084,-97.0249049971
2015-08-30,2015,8,30,"County Road 449, Alice, TX, US",27.6247366667,-98.1479945
2015-06-11,2015,6,11,"5025 S Padre Island Dr, Corpus Christi, TX, US",27.712288,-97.380839
2015-04-18,2015,4,18,"Texas, US",35.4868543593,-101.6264058671
2015-07-10,2015,7,10,lubbock lake landmark,33.628104,-101.892143
2015-08-15,2015,8,15,"Texas, US",33.6702659231,-101.8915613444
2015-10-09,2015,10,9,chihuahuan desert research,30.541339,-103.849897
2015-10-03,2015,10,3,,34.97366904,-101.67644217
2015-08-07,2015,8,7,Fort Worth,32.755488,-97.330766
2015-09-22,2015,9,22,"701 W Sul Ross Ave, Alpine, TX, US",30.357579,-103.668277
2015-09-21,2015,9,21,"78861, Hondo, TX, US",29.198652,-99.076834
2015-09-19,2015,9,19,"Burkburnett, TX 116 N Ave F ",34.094905,-98.566554
2015-09-15,2015,9,15,"Brewster County, US-TX, US",30.361336,-103.715211
2015-09-17,2015,9,17,"500–598 Avenue E N, Marathon, TX, US",30.210379,-103.243556
2015-09-08,2015,9,8,"La Salle County, US-TX, US",28.1783695221,-99.3167190552
2015-09-04,2015,9,4,"Texas, US",27.8767117966,-98.4657511917
2015-09-04,2015,9,4,"Texas, US",33.8490692666,-99.1020269249
2015-08-26,2015,8,26,Smiling Dog Farm,32.287735,-101.464007
2015-08-21,2015,8,21,"Williamson County, US-TX, US",30.58697778,-97.4121152
2015-08-21,2015,8,21,"78357, Freer, TX, US",28.044342,-98.499153
2015-08-12,2015,8,12,"Texas, US",26.8840399089,-99.0095118707
2015-08-19,2015,8,19,"Texas, US",35.2869327442,-101.965950977
2015-08-15,2015,8,15,"Hunting Land near Freer,Texas",27.994685,-98.421586
2015-08-17,2015,8,17,"Terrell County, US-TX, US",30.3448677063,-101.9315414429
2015-08-05,2015,8,5,"2558–2590 Walnut Rd, Robert Lee, TX, US",31.715684,-100.79104
2015-08-01,2015,8,1,"Hatchel, Tx",31.849605,-99.971037
2015-08-05,2015,8,5,"Devils River, Val Verde County, Texas",29.78719,-100.984325
2015-04-26,2015,4,26,"Texas, United States",28.299171,-99.410615
2015-07-27,2015,7,27,Linn tx,26.580564,-98.112974
2015-06-28,2015,6,28,"Clay County, Texas",34.098835,-98.277683
2015-07-26,2015,7,26,My Home Place,32.36268,-100.311904
2015-07-25,2015,7,25,"Texas, US",33.8337811939,-98.6642010369
2015-07-03,2015,7,3,"Texas, US",33.178939,-99.656982
2015-07-19,2015,7,19,"Texas, US",31.5023782863,-102.7193758125
2015-07-20,2015,7,20,Canyon Texas,34.987844,-101.937466
2015-07-17,2015,7,17,West Odessa,31.842347,-102.498757
2015-07-09,2015,7,9,"Texas, US",27.6363214129,-98.4559268929
2015-07-09,2015,7,9,"RM 505, Valentine, TX, US",30.545818,-104.316158
2015-07-09,2015,7,9,"Texas, US",32.1870159426,-102.6014768617
2015-07-08,2015,7,8,"US-90 E, Marfa, TX, US",30.507983,-104.397453
2015-07-06,2015,7,6,"Texas, US",31.7596246362,-102.9954383017
2015-07-03,2015,7,3,"Webb County, US-TX, US",27.46004,-98.837601
2015-07-04,2015,7,4,"Winkler County, US-TX, US",31.74227,-102.8784416667
2015-07-04,2015,7,4,"Winkler County, US-TX, US",31.7078533333,-102.8857116667
2015-07-05,2015,7,5,Mansfield texas,32.596579,-97.143485
2015-07-02,2015,7,2,"Texas, US",32.1918013148,-102.6790491869
2015-06-30,2015,6,30,"Starr County, US-TX, US",26.722716,-98.846926
2008-06-30,2008,6,30,balmoreah state park,30.944022,-103.786196
2015-06-28,2015,6,28,"Texas, US",27.11070217,-98.9082719859
2015-06-26,2015,6,26,"Kenedy County, US-TX, US",27.20998,-97.8455283333
2015-06-28,2015,6,28,"Brewster County, US-TX, US",30.334557,-103.081577
2015-06-10,2015,6,10,"TX 166, Jeff Davis County",30.56082,-104.279823
2015-06-28,2015,6,28,"Crockett County, US-TX, US",30.37159125,-101.33051566
2015-06-27,2015,6,27,"Stonewall County, US-TX, US",33.1247596741,-100.0667266846
2015-06-27,2015,6,27,"Stonewall County, US-TX, US",33.1054763794,-100.2772674561
2015-06-27,2015,6,27,"Stonewall County, US-TX, US",33.1278877258,-100.0629730225
2015-06-26,2015,6,26,"Texas, US",31.6327809413,-102.8439676095
2015-06-26,2015,6,26,"Texas, US",27.3925063208,-97.7061254926
2015-06-26,2015,6,26,"Midland, Texas 79705",32.068885,-102.094682
2015-06-25,2015,6,25,"McCulloch, Texas, United States",31.285725,-99.3357
2015-06-24,2015,6,24,"Texas, US",28.8282898244,-100.5950836606
2015-06-15,2015,6,15,"Terrell County, 2400",30.54019167,-102.039225
2015-06-24,2015,6,24,"Crane County, US-TX, US",31.430124,-102.666133
2015-06-21,2015,6,21,"Ward County, US-TX, US",31.6378866667,-102.8187866667
2015-06-22,2015,6,22,"Texas, US",32.0652670815,-102.6395549396
2015-06-20,2015,6,20,"79517, Fluvanna, Texas, US",32.8995,-101.2825
2015-06-20,2015,6,20,"79517, Fluvanna, Texas, US",32.898244,-101.282037
2015-06-20,2015,6,20,"Pecos County, US-TX, US",30.233697,-102.681959
2015-06-21,2015,6,21,"Texas, US",31.5158822931,-102.6829974447
2015-06-21,2015,6,21,"Texas, US",31.5502016413,-102.7209214147
2015-06-21,2015,6,21,"Hudspeth County, US-TX, US",31.854387,-105.966312
2015-06-21,2015,6,21,"17700–17876 Athens Ave, El Paso, TX, US",31.935533,-106.053058
2015-06-20,2015,6,20,"Jim Hogg County, US-TX, US",26.9400366667,-98.9285283333
2015-06-20,2015,6,20,,31.334980011,-99.599647522
2015-06-20,2015,6,20,,31.3351364136,-99.5996398926
2015-06-20,2015,6,20,"Pinto Canyon Rd, Marfa, TX, US",30.190159,-104.276151
2015-06-19,2015,6,19,Texas alice,27.789167,-98.045557
2015-06-19,2015,6,19,"Kinney County, US-TX, US",29.49803,-100.617845
2015-06-18,2015,6,18,"Coyote Corner Rd, Andrews, TX, US",32.128164,-102.635624
2015-06-18,2015,6,18,"Texas, US",32.0598990523,-102.7997986882
2015-06-18,2015,6,18,"Texas, US",32.1670740918,-102.7455448858
2015-06-17,2015,6,17,"Concho County, US-TX, US",31.384855,-100.0669778333
2015-05-25,2015,5,25,"Texas, US",32.1392707549,-102.6909560495
2015-06-14,2015,6,14,"Kinney County, US-TX, US",29.286825,-100.5968083333
2015-06-15,2015,6,15,"Presidio County, US-TX, US",30.2494521225,-104.1605759785
2015-06-14,2015,6,14,"Shackelford County, US-TX, US",32.5954093933,-99.1427841187
2015-06-14,2015,6,14,"Pecos County, US-TX, US",30.6748916667,-101.7955166667
2015-06-14,2015,6,14,"Pecos County, US-TX, US",30.6870033333,-101.8255616667
2015-06-11,2015,6,11,"Terrell, Texas, United States",30.5409833333,-102.0381233333
2015-06-14,2015,6,14,,30.394227,-102.244449
2015-06-14,2015,6,14,"500–598 3rd St, Sanderson, TX, US",30.143412,-102.392236
2015-06-13,2015,6,13,"Texas, US",30.348773,-103.700209
2015-06-13,2015,6,13,"Starr County, US-TX, US",26.513449,-98.87907042
2015-06-13,2015,6,13,"Texas, US",30.0532383766,-102.3726463823
2015-06-12,2015,6,12,"Brewster County, US-TX, US",29.8837366667,-103.5810466667
2015-06-12,2015,6,12,"Texas, US",33.7021168645,-98.6534902475
2015-06-11,2015,6,11,"Jeff Davis County, US-TX, US",30.6324383333,-104.2786783333
2015-06-12,2015,6,12,"Brewster County, US-TX, US",30.3805033354,-103.051679634
2015-06-11,2015,6,11,"302 Kerr St, Sanderson Texas",30.145444,-102.390973
2015-06-11,2015,6,11,"N Front St, Grandfalls, TX, US",31.3541,-102.861381
2015-06-11,2015,6,11,"Brewster County, US-TX, US",30.2786866667,-103.16842
2015-05-04,2015,5,4,Lubbock Lake Landmark,33.626425,-101.890598
2015-06-10,2015,6,10,"Zavala County, US-TX, US",28.9376888275,-99.8674468994
