observed,year,month,day,place,lat,lng
2015-06-10,2015,6,10,"Zavala County, US-TX, US",28.7357063293,-99.792098999
2015-06-10,2015,6,10,"79738, Gail, Texas, US",32.759324,-101.604917
2015-06-05,2015,6,5,"Briscoe, Texas, United States",34.4407996944,-101.0923461667
2015-06-05,2015,6,5,"Briscoe, Texas, United States",34.4591026111,-101.0798416111
2015-06-04,2015,6,4,"Hall, Texas, United States",34.4590148889,-100.8207092222
2015-06-04,2015,6,4,"Hall, Texas, United States",34.4697723333,-100.7984771667
2015-06-04,2015,6,4,"Hall, Texas, United States",34.4788856389,-100.7016143611
2015-06-09,2015,6,9,"Dimmit County, US-TX, US",28.4835090637,-99.837272644
2015-06-08,2015,6,8,"Upton County, US-TX, US",31.64357,-101.817025
2015-06-08,2015,6,8,"Maverick County, US-TX, US",28.7049713135,-100.421081543
2015-06-08,2015,6,8,"Texas, US",33.6421955861,-98.6005960987
2015-06-08,2015,6,8,"Texas, US",31.643331305,-102.9185667645
2015-06-07,2015,6,7,"Stonewall County, US-TX, US",33.1416053772,-100.04347229
2015-06-07,2015,6,7,"Stonewall County, US-TX, US",33.1269721985,-100.1533050537
2015-06-06,2015,6,6,"Crockett County, US-TX, US",30.7281416667,-101.669045
2015-06-06,2015,6,6,archer county texas,33.701917,-98.765283
2015-06-06,2015,6,6,"Haskell County, US-TX, US",33.3972854614,-99.82447052
2015-05-06,2015,5,6,"Texas, US",33.6864127641,-98.7787454585
2015-06-01,2015,6,1,,31.09534,-100.583263
2015-05-29,2015,5,29,"Val Verde, Texas, United States",29.6984749722,-101.3041638611
2015-06-01,2015,6,1,"Ranch Road 334, Brackettville, TX, US",29.4432366667,-100.1174555
2015-06-01,2015,6,1,"Stonewall County, US-TX, US",33.135055542,-100.3407592773
2015-05-31,2015,5,31,,35.2253633,-101.9060801
2015-05-17,2015,5,17,"Andrews County, US-TX, US",32.1119,-102.7035916667
2015-05-31,2015,5,31,"79738, Gail, Texas, US",32.781504,-101.524501
2013-08-03,2013,8,3,Fort Clark Springs,29.283863,-100.423499
2014-09-25,2014,9,25,"Texas, US",33.8637973272,-99.1742861343
2014-06-17,2014,6,17,"Texas, US",33.8751113494,-99.076575008
2015-05-28,2015,5,28,"River Rd, Camp Wood, TX, US",29.671055,-100.018586
2015-05-22,2015,5,22,"Texas, US",27.8251716122,-98.4305570112
2015-05-22,2015,5,22,"Texas, US",26.7936088181,-98.9566182736
2015-05-20,2015,5,20,"Los Angeles, Tx",28.422269,-99.012812
2015-05-23,2015,5,23,"Jim Hogg County, US-TX, US",26.8646166667,-98.8940116667
2015-05-24,2015,5,24,"Kent County, US-TX, US",33.2815666199,-100.5928726196
2015-05-25,2015,5,25,"Stonewall County, US-TX, US",33.1242141724,-100.1118545532
2015-05-25,2015,5,25,"Stonewall County, US-TX, US",33.1257247925,-100.0654907227
2015-05-22,2015,5,22,Schertz ,34.633208,-100.019531
2015-05-20,2015,5,20,"Texas, US",27.0791173844,-98.968132206
2015-05-16,2015,5,16,"Maddin Prairie, Mitchell Co., TX",32.298088,-100.789175
2015-05-06,2015,5,6,"801 Craddock Ct, Smithville, TX, US",30.0115138833,-97.1495138333
2015-02-16,2015,2,16,Starr Cactus Ranch,26.527112,-98.910932
2015-05-16,2015,5,16,"Glasscock County, US-TX, US",31.8178416667,-101.6288216667
2015-05-16,2015,5,16,"Glasscock County, US-TX, US",31.8772216667,-101.6311633333
2015-05-16,2015,5,16,"Glasscock County, US-TX, US",31.791255,-101.7410883333
2015-05-14,2015,5,14,"Ward County, US-TX, US",31.615075,-102.9997466667
2015-05-09,2015,5,9,"Kinney County, US-TX, US",29.25533997,-100.54521204
2015-05-03,2015,5,3,"Dimmit County, US-TX, US",28.3534,-99.60854
2015-05-05,2015,5,5,"Brewster County, US-TX, US",30.358911296,-103.6546389386
2015-05-02,2015,5,2,,28.311436,-99.439406
2015-05-01,2015,5,1,,28.4252894,-99.4923038
2015-05-03,2015,5,3,,28.51315,-99.67934
2015-05-03,2015,5,3,"Dimmit County, US-TX, US",28.51360886,-99.67926463
2015-05-03,2015,5,3,,32.22342314,-101.49736572
2015-05-01,2015,5,1,"2101–2599 Ranch Road 3348, Brackettville, TX, US",29.302775,-100.4335116667
2015-04-30,2015,4,30,"Kinney County, US-TX, US",29.1783783333,-100.4108416667
2015-05-01,2015,5,1,"FM 133, Asherton, TX, US",28.302126,-99.405634
2015-05-01,2015,5,1,,28.31908452,-99.34048394
2015-04-22,2015,4,22,"Texas, US",32.1556360784,-102.6726472956
2015-04-29,2015,4,29,"Texas, US",30.3446931206,-103.7898208723
2015-04-27,2015,4,27,"Bentsen-Rio Grande Valley SP, La Joya, TX, US",26.173735,-98.38496
2015-04-24,2015,4,24,,26.69526805,-98.84863635
2015-04-26,2015,4,26,"316 Tilden St, Kenedy, TX, US",28.817654,-97.850647
2015-04-25,2015,4,25,"652–848 Willow Valley Rd, Gail, Texas, US",32.7534124581,-101.4316022304
2015-04-25,2015,4,25,,31.4565676,-98.5769803
2015-04-18,2015,4,18,"Hidalgo County, US-TX, US",26.22430991,-98.40864726
2015-04-21,2015,4,21,"Texas, US",32.2315210035,-102.6714293601
2015-04-19,2015,4,19,"Texas, US",32.2864786844,-102.7034017213
2015-04-13,2015,4,13,"Texas, US",33.0497137755,-100.3171106055
2015-04-13,2015,4,13,"Texas, US",33.0245764792,-100.3691374138
2015-04-12,2015,4,12,"Texas, US",33.2431935298,-100.2471052855
2015-04-12,2015,4,12,"Texas, US",33.2549900851,-100.5880455673
2015-04-12,2015,4,12,wheeler texas,35.445326,-100.270955
2015-04-12,2015,4,12,,33.1796579115,-99.4606805965
2015-04-07,2015,4,7,"Kinney County, US-TX, US",29.2823806,-100.42090332
2015-04-05,2015,4,5,"10341–10549 State Highway 55, Uvalde, TX, US",29.355195,-99.9545283333
2013-06-15,2013,6,15,"Duval County, TX",28.025554,-98.462678
2012-02-27,2012,2,27,"Kleberg County, TX",27.257425,-97.935764
2014-05-29,2014,5,29,"LaSalle County, TX",28.202394,-98.801801
2013-06-22,2013,6,22,"LaSalle County, TX",28.202697,-98.801629
2015-03-21,2015,3,21,"Texas, US",30.3305851526,-98.4859564624
2015-03-23,2015,3,23,"4680–5398 Ranch Road 334, Brackettville, TX, US",29.3499366667,-100.35453
2003-06-06,2003,6,6,Copper Breaks SP-Hardeman Co. TX,34.103844,-99.753502
2014-06-27,2014,6,27,"Copper Breaks State Park, Quanah, TX, US",34.1184611667,-99.75432
2014-06-27,2014,6,27,"Copper Breaks State Park, Quanah, TX, US",34.118473,-99.754734
2009-05-30,2009,5,30,"County Road T between Lipscomb, Texas and the Lipscomb Cemetery",36.230691,-100.257282
2009-06-30,2009,6,30,"Marathon, Texas",30.212435,-103.238146
2009-07-03,2009,7,3,"Hwy 90, Brewster Co., Texas",30.204475,-102.968121
2009-07-02,2009,7,2,"Marathon, Texas",30.209177,-103.244694
1998-06-06,1998,6,6,"Valentine, Texas",30.625462,-104.546052
2013-09-22,2013,9,22,"sheffield, tx",30.48346,-101.804355
2013-03-16,2013,3,16,"catarina, tx",28.329194,-99.416863
2011-05-30,2011,5,30,Brewster Co. Texas,30.291351,-103.143902
2014-03-15,2014,3,15,"catarina, tx",28.316939,-99.40519
2014-09-06,2014,9,6,"canadian, tx",35.919362,-100.277607
2014-05-04,2014,5,4,"sheffield, tx",30.478067,-101.79148
2014-08-23,2014,8,23,"canadian, tx",35.923352,-100.272509
2014-08-02,2014,8,2,"Coke, Texas, United States",31.9020099444,-100.4913711389
2014-10-03,2014,10,3,,28.724096,-98.959785
2014-09-06,2014,9,6,Deer lease,31.830111,-99.912243
2014-09-03,2014,9,3,"79782, Stanton, TX, US",32.245663,-101.746228
2014-08-31,2014,8,31,"Texas, US",27.8615342913,-98.558019254
2014-08-30,2014,8,30,"Pinto Canyon Rd, Marfa, Texas, US",30.193,-104.2416666667
2014-08-29,2014,8,29,"Texas, US",30.4662493821,-101.9139599036
2014-08-24,2014,8,24,"US90 west of Sanderson, Pecos County, Texas, United States",30.17334,-102.72077
2014-06-30,2014,6,30,,32.0942077637,-102.7822341919
2014-08-17,2014,8,17,"Texas, US",33.8765831649,-99.5473649927
2010-06-30,2010,6,30,"Culberson County, Texas",31.374032,-104.831308
2014-08-14,2014,8,14,"Texas, US",33.9657473038,-99.2911034674
2014-07-29,2014,7,29,"Texas, US",28.8200503875,-97.8244768042
2014-06-04,2014,6,4,"FM 1780, Whiteface, TX, US",33.42875,-102.6124883333
2014-07-23,2014,7,23,"Texas, US",33.9278219288,-99.1817441369
2014-07-23,2014,7,23,"Texas, US",30.3120955761,-103.7689493795
2014-07-16,2014,7,16,"Texas, US",27.8107421974,-98.4702121338
2014-07-16,2014,7,16,"Texas, US",27.9663183571,-98.5513522633
2014-07-16,2014,7,16,"Texas, US",27.9665416846,-98.5558545589
2014-07-16,2014,7,16,"Texas, US",27.8947461498,-98.5736831792
2014-07-16,2014,7,16,"Texas, US",27.8759553646,-98.4440476538
2013-09-02,2013,9,2,"Terrell, Texas, United States",30.400493,-102.301167
2013-08-31,2013,8,31,"Brewster, Texas, United States",30.2061666667,-103.207
2013-07-28,2013,7,28,"Brewster, Texas, United States",30.275708,-103.173935
2013-05-30,2013,5,30,"Brooks, Texas, United States",27.21141,-98.119092
2013-05-25,2013,5,25,"Marathon, Texas",30.344463,-103.06032
2014-07-07,2014,7,7,"Terrell County, US-TX, US",30.389207,-102.226147
2014-07-06,2014,7,6,"19873–21359 Iron Pens Rd, Vernon, Texas, US",33.959,-99.3861666667
2014-07-03,2014,7,3,"79854, Valentine, TX, US",30.578993,-104.644244
2014-06-29,2014,6,29,"Texas, US",27.8572290401,-98.4663945178
2014-07-01,2014,7,1,"Tom Green County, US-TX, US",31.663064,-100.315296
2014-07-01,2014,7,1,"76384, Vernon, Texas, US",33.8941666667,-99.4536666667
2014-06-29,2014,6,29,"Red Fish Bay Rd, Port Mansfield, Texas, US",26.5126666667,-97.4623333333
2014-06-19,2014,6,19,"Texas, US",32.6161148915,-99.434240939
2014-05-27,2014,5,27,"3192 Arena Rd. Wichita Falls, TX 76310",33.883928,-98.618871
2014-06-24,2014,6,24,"79738, Gail, Texas, US",32.8225986567,-101.539017493
2014-06-22,2014,6,22,"FM 1207, Vernon, Texas, US",33.9923333333,-99.3988333333
2014-06-21,2014,6,21,"Tom Green County, US-TX, US",31.28768975,-100.53472724
2014-06-18,2014,6,18,"Tom Green County, US-TX, US",31.3736368,-100.6149334
2014-06-14,2014,6,14,"Texas, US",26.5284732424,-97.5074458101
2014-06-04,2014,6,4,"Tom Green County, US-TX, US",31.5081996736,-100.5860970834
2014-06-15,2014,6,15,"Texas, US",26.6773884572,-97.6734716317
2014-06-16,2014,6,16,"Texas, US",26.4690413636,-97.4362307278
2014-06-01,2014,6,1,"Brewster County, US-TX, US",30.3659411181,-103.27682533
2014-05-30,2014,5,30,"Texas, US",31.2152997214,-100.5886778873
2014-06-15,2014,6,15,"35430 General Brandt Hwy, Rio Hondo, TX, US",26.2158716667,-97.4541783333
2014-06-14,2014,6,14,"11530–11622 W State Highway 158, Robert Lee, TX, US",31.90432,-100.6278133333
2014-06-14,2014,6,14,"2500–2798 County Road 110, Garden City, TX, US",31.83568,-101.55465
2014-06-14,2014,6,14,"2301–2799 County Road 110, Garden City, TX, US",31.8328133333,-101.565955
2014-06-02,2014,6,2,"Andrews, TX",32.124453,-102.781219
2014-06-11,2014,6,11,"Texas, US",34.1475453072,-99.5270530546
2014-06-07,2014,6,7,"Texas, US",32.1514524742,-102.7777690285
2014-06-01,2014,6,1,,30.37827,-102.330372
2014-06-04,2014,6,4,"S Soncy Rd, Canyon, TX, US",34.91031,-101.937598
2014-06-01,2014,6,1,"Pecos County, US-TX, US",31.054776,-102.403226
2014-05-31,2014,5,31,"Texas, US",26.4489271603,-97.4203189755
2014-05-31,2014,5,31,"Texas, US",26.5119133947,-97.4645294104
2014-04-13,2014,4,13,"Texas, US",31.1912794154,-101.0738042221
2014-06-01,2014,6,1,"Pinto Canyon Rd, Marfa, TX, US",30.1881033333,-104.2810583333
2014-05-30,2014,5,30,"Brewster, Texas, United States",30.0575527778,-103.2782444444
2014-05-20,2014,5,20,"Andrews, TX",32.070018,-102.737976
2014-05-26,2014,5,26,"Texas, US",32.1137113367,-102.6566545417
2014-03-23,2014,3,23,Chaparral Wildlife Management Area,28.32603,-99.407555
2014-03-23,2014,3,23,Chaparral Wildlife Management Area,28.32603,-99.407555
2014-05-20,2014,5,20,"Andrews, TX",32.049068,-102.740723
2014-05-01,2014,5,1,"201–299 E Leona St, Dilley, TX, US",28.667305,-99.169175
2014-04-25,2014,4,25,"78827, Asherton, TX, US",28.3480966667,-99.4459
2014-04-26,2014,4,26,,28.345978,-99.44968
2014-04-27,2014,4,27,,28.309167,-99.405278
2014-04-26,2014,4,26,"78344, Bruni, TX, US",27.39895,-98.8299866667
2014-04-26,2014,4,26,,28.35047,-99.43648
2014-04-25,2014,4,25,"78014, Cotulla, Texas, US",28.349739,-99.323139
2014-04-24,2014,4,24,"9750–9798 FM 755, San Isidro, Texas, US",26.7745,-98.4376666667
2014-04-25,2014,4,25,"78827, Asherton, TX, US",28.354035,-99.466036
2014-04-24,2014,4,24,Alpine Middle School,30.359552,-103.679422
2014-04-24,2014,4,24,,31.3136333333,-100.64032
2014-04-22,2014,4,22,"547–577 FM 2686, Rio Grande City, Texas, US",26.6823333333,-98.7628333333
2014-04-23,2014,4,23,"Texas, US",26.9900871969,-98.9443016871
2013-04-11,2013,4,11,Independence Creek,30.45218,-101.73433
2014-04-13,2014,4,13,"Coots Rd, Sheffield, TX, US",30.69602,-101.819892
2007-06-03,2007,6,3,"Nix Ranch, Andrews County, Texas",32.342627,-102.713512
2014-04-13,2014,4,13,"Deer Canyon Rd, Ozona, Texas, US",30.8033333333,-101.781
2014-04-11,2014,4,11,"Hoover Divide Rd, Ozona, Texas, US",30.6241666667,-101.603
2014-04-11,2014,4,11,"Hoover Divide Rd, Ozona, Texas, US",30.6103333333,-101.6023333333
2014-04-09,2014,4,9,"Moore County, US-TX, US",35.688283,-101.744074
2014-03-28,2014,3,28,"2–76 FM 2686, Rio Grande City, Texas, US",26.6943333333,-98.8426666667
2013-07-02,2013,7,2,"ranch in eastern Frio County, TX",28.719044,-98.914118
1986-04-26,1986,4,26,"McMullen County, Texas",28.096591,-98.328838
2014-03-15,2014,3,15,"Texas, US",26.641175367,-98.7874676298
2011-06-02,2011,6,2,"Pinto Canyon Rd, Marfa, TX, US",30.246645,-104.168308
2011-06-02,2011,6,2,"TX-118, Alpine, TX, US",30.405861,-103.685406
1985-05-15,1985,5,15,"Val Verde County, Texas",29.634744,-100.913651
2013-07-05,2013,7,5,Lubbock Texas,33.693861,-101.792407
2013-09-22,2013,9,22,"Orient, Texas",31.661564,-100.309639
2013-04-27,2013,4,27,"Texas, US",31.3907361174,-101.1920583971
2013-04-27,2013,4,27,"Midland County, Texas, USA",31.993709,-101.914206
2013-10-24,2013,10,24,"Farm Road 81, Karnes City, TX, US",28.883216,-97.984708
2013-04-05,2013,4,5,"Frio County, US-TX, US",28.721886,-98.962634
2012-07-28,2012,7,28,"Frio County, US-TX, US",28.712783,-98.974805
2011-07-04,2011,7,4,"Palo Duro Canyon, TX",34.960141,-101.713293
2007-08-25,2007,8,25,"Frio County, US-TX, US",28.723679,-98.966442
2012-08-04,2012,8,4,"Frio County, US-TX, US",28.709003,-98.942614
2013-10-22,2013,10,22,,27.3485691492,-97.9218341945
2013-09-28,2013,9,28,"S Cotter St, Alpine, TX, US",30.348073,-103.673818
2011-05-30,2011,5,30,Paducah texas,34.107399,-100.350151
2013-05-01,2013,5,1,"Brooks county, Texas",27.027306,-98.221298
2013-09-07,2013,9,7,"US-90, Uvalde, Texas, US",29.260241,-99.722171
2013-08-26,2013,8,26,"514–598 W Avenue F, Alpine, TX, US",30.3545666667,-103.6647416667
2007-05-14,2007,5,14,"Dimmit, Texas, United States",28.317302,-99.397259
2007-05-14,2007,5,14,"Dimmit, Texas, United States",28.315695,-99.399494
2013-05-28,2013,5,28,I-20 Nature Preserve,31.964575,-102.119465
2013-08-19,2013,8,19,elephant mountain wma,30.020566,-103.507102
2013-06-27,2013,6,27,"evergreen cemetery, stanton, tx",32.112894,-101.782475
2013-08-14,2013,8,14,"Jeff Davis County, US-TX, US",30.523156,-104.396081
2013-08-14,2013,8,14,"79854, Valentine, Texas, US",30.586385,-104.630838
2013-08-14,2013,8,14,"valentine, texas",30.561328,-104.651835
2013-07-27,2013,7,27,"Texas, US",27.8291736635,-98.4830750619
2013-05-20,2013,5,20,"Texas, US",27.8780731672,-98.4078562249
2013-06-10,2013,6,10,Hwy 385 just north of Hwy 90,30.226308,-103.209942
2013-06-10,2013,6,10,Hwy 90 West of Sanderson,30.206908,-103.201844
2013-06-10,2013,6,10,Hwy 90 West of Sanderson,30.212561,-103.118908
2013-06-10,2013,6,10,Hwy 90 West of Sanderson,30.21265,-103.09125
2013-07-26,2013,7,26,"Ranch Road 505, Valentine, Texas, US",30.5293333333,-104.3721666667
2013-07-25,2013,7,25,"79015, Canyon, Texas, US",34.901693,-101.947985
2013-05-28,2013,5,28,Wildcat Bluff Nature Center,35.236535,-101.942664
2013-04-24,2013,4,24,Wildcat Bluff Nature Center,35.238419,-101.939843
2013-07-20,2013,7,20,seminole canyon state park,29.727057,-101.146832
2013-07-19,2013,7,19,"Ranch Road 684, Roaring Springs, Texas, US",33.904833,-100.976667
2013-07-19,2013,7,19,"Ranch Road 684, Roaring Springs, Texas, US",33.904667,-100.987167
2013-07-19,2013,7,19,"Ranch Road 684, Roaring Springs, Texas, US",33.905,-100.956833
2013-07-18,2013,7,18,"79015, Canyon, Texas, US",34.899195,-101.948974
2013-07-14,2013,7,14,"Ranch Road 505, Valentine, Texas, US",30.5470889714,-104.2748654076
2013-07-10,2013,7,10,"Brewster, Texas, United States",30.350721,-103.67095
2013-07-10,2013,7,10,"Presidio County, US-TX, US",30.259,-104.154
2009-04-10,2009,4,10,"Dimmit County, tx",28.293196,-99.383698
2013-07-01,2013,7,1,"79015, Canyon, Texas, US",34.90088,-101.948138
2013-06-28,2013,6,28,"6164–6904 FM-669, Gail, Texas, US",32.8004708933,-101.4473382478
2013-06-28,2013,6,28,"79351, Gail, Texas, US",32.7930952376,-101.5195105412
2013-05-14,2013,5,14,"Foard County, US-TX, US",34.173644,-100.023489
2013-06-18,2013,6,18,"Coyote Corner Rd, Andrews, Texas, US",32.1215,-102.665
2013-06-22,2013,6,22,"SW 6401, Andrews, Texas, US",32.1123333333,-102.7026666667
2013-06-22,2013,6,22,"3438–3724 County Rd-1785, Gail, Texas, US",32.5488333333,-101.391
2013-06-22,2013,6,22,"Ranch Road 1584, Big Spring, Texas, US",32.5188333333,-101.5686666667
2013-06-22,2013,6,22,"3438–3724 County Rd-1785, Gail, Texas, US",32.5488333333,-101.391
2013-06-22,2013,6,22,"652–848 Willow Valley Rd, Gail, Texas, US",32.7513333333,-101.431
2013-06-22,2013,6,22,"Borden County, US-TX, US",32.7536666667,-101.4316666667
2013-06-22,2013,6,22,"2460–2498 TX-349, Lamesa, Texas, US",32.6233333333,-101.9903333333
2013-06-22,2013,6,22,"US-180, Lamesa, Texas, US",32.7411666667,-101.7413333333
2013-06-22,2013,6,22,"5492–5708 County Rd-1785, Gail, Texas, US",32.5341666667,-101.4561666667
2013-06-20,2013,6,20,"FM-874, Kermit, Texas, US",31.918087,-103.106281
2013-06-17,2013,6,17,"78582, Rio Grande City, Texas, US",26.6605,-98.7723333333
2013-06-15,2013,6,15,"1900–1908 FM-649, Rio Grande City, Texas, US",26.6918333333,-98.8513333333
2013-06-15,2013,6,15,"6654–6864 FM-1205, Coahoma, Texas, US",32.555456,-101.226083
2013-06-15,2013,6,15,"615–741 County Road 383, Ira, Texas, US",32.612258,-101.219125
2013-06-15,2013,6,15,"615–741 County Road 383, Ira, Texas, US",32.612218,-101.218923
2013-06-15,2013,6,15,"6209–6389 FM-1205, Coahoma, Texas, US",32.555962,-101.245088
2013-06-15,2013,6,15,"79511, Gail, Texas, US",32.605933,-101.264846
2013-06-15,2013,6,15,"189–679 County Rd-1785, Coahoma, Texas, US",32.556323,-101.295998
2013-06-15,2013,6,15,"188–678 County Rd-1785, Coahoma, Texas, US",32.555774,-101.305409
2013-06-15,2013,6,15,"1744–2318 County Rd-1785, Gail, Texas, US",32.558029,-101.338857
2013-06-15,2013,6,15,"1744–2318 County Rd-1785, Gail, Texas, US",32.55837,-101.355838
2013-06-15,2013,6,15,"5959–6109 Willow Valley Rd, Gail, Texas, US",32.608172,-101.383972
2013-06-15,2013,6,15,"5201–5857 Willow Valley Rd, Gail, Texas, US",32.630117,-101.391354
2013-06-15,2013,6,15,"3155–3975 Willow Valley Rd, Gail, Texas, US",32.678702,-101.407123
2013-06-15,2013,6,15,"Gail South, Gail, Texas, US",32.696492,-101.333895
2013-06-11,2013,6,11,,28.4133844933,-98.7459285789
2013-06-07,2013,6,7,Matagorada Island National Wildlife Refuge,28.334106,-96.448757
2013-06-07,2013,6,7,"600–798 W Oak St, Dryden, Texas, US",30.144555,-102.405762
2013-06-07,2013,6,7,"Terrell County, US-TX, US",30.3855,-102.3156666667
2013-06-08,2013,6,8,"Palo Duro Canyon State Park, Canyon, Texas, US",34.973957,-101.676738
2013-06-04,2013,6,4,"Soncy Rd, Canyon, Texas, US",34.903017,-101.93764
2013-06-04,2013,6,4,"Grape Creek, Gail, Texas, US",32.63551,-101.406366
2013-05-30,2013,5,30,"FM-649, Guerra, Texas, US",26.9148333333,-98.909
2013-05-30,2013,5,30,"241–271 FM-2686, Rio Grande City, Texas, US",26.687,-98.8071666667
2013-05-31,2013,5,31,"FM-2294, Rio Grande City, Texas, US",26.6123333333,-98.5521666667
2002-06-15,2002,6,15,"Dimmit, Texas, United States",28.325549,-99.408429
2011-05-29,2011,5,29,"Matador Wildlife Management Area, Texas, United States",34.10882,-100.345217
2011-05-28,2011,5,28,"Rolling Plains Quail Research Ranch, Rotan, Texas, United States",32.731228,-100.565005
2013-05-19,2013,5,19,"Hoover Divide Rd, Ozona, Texas, US",30.6716666667,-101.6068333333
2013-05-17,2013,5,17,"Culberson County, US-TX, US",31.853,-104.2365
2013-05-16,2013,5,16,"79714, Andrews, Texas, US",32.116003,-102.687048
2013-05-15,2013,5,15,"County Rd-3034, Eden, Texas, US",31.2161666667,-99.7816666667
2013-05-12,2013,5,12,"Jones County, US-TX, US",32.682189,-99.655665
2013-05-09,2013,5,9,,31.3331454016,-100.4625117222
2013-04-27,2013,4,27,"32788–33240 Ranch Road 1021, Eagle Pass, Texas, US",28.336,-100.238667
2013-04-27,2013,4,27,"Ranch Road 1472, Laredo, Texas, US",28.181,-100.08
2013-04-27,2013,4,27,"Ranch Road 1472, Laredo, Texas, US",28.182,-100.080667
2013-04-16,2013,4,16,"E Douglas Loop, Miles, Texas",31.553049222,-100.2299022675
2013-03-30,2013,3,30,,32.5421650032,-99.0920462042
2013-03-10,2013,3,10,Santa Rosa Ranch,27.1715822841,-97.8854370117
2013-03-09,2013,3,9,"Kenedy County, US-TX, US",27.1748453764,-97.8696294129
2013-03-10,2013,3,10,,27.1058031408,-97.9783271563
1987-08-25,1987,8,25,"Lamesa, Texas",32.747868,-101.956129
2012-09-02,2012,9,2,,28.909985705,-97.8807585236
2009-06-17,2009,6,17,"Cresson, Texas",32.5326369,-97.6178026
2012-10-19,2012,10,19,,28.5317076889,-98.7748019566
2012-10-17,2012,10,17,"Texas, US",28.4480665247,-99.310582086
2012-06-05,2012,6,5,"Brackettville, TX",29.2045365884,-100.6006837131
2007-06-22,2007,6,22,Martin County,32.4141375596,-101.8914137664
2011-09-15,2011,9,15,"Webb County, US-TX, US",28.1796914173,-99.7479151999
2012-05-20,2012,5,20,"Texas: Jeff Davis Co.: Valentine, 1 mi S",30.5873662,-104.4965912
2000-04-22,2000,4,22,"Payne Ranch, Kenedy Co., Texas",26.85,-97.9166
2006-05-18,2006,5,18,"Los Charcos Ranch, near McCook, Texas",26.4966,-98.3507
2011-06-09,2011,6,9,"Loma Vista Road south of Batesville, Texas",28.8237601986,-99.5990926168
2010-05-06,2010,5,6,"south of Batesville, Texas",28.7826382049,-99.6417933843
2004-05-24,2004,5,24,"Faith Ranch Road S of Carrizo Springs, Texas",28.2806453155,-100.0113737027
2011-04-24,2011,4,24,Glasscock County,31.8645662514,-101.5429674899
2012-07-28,2012,7,28,Chaparral Wildlife Management Area,28.3277818,-99.4108144
